,name,location,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url,cm
101,Rolana Furnished Apartments,Jeddah Show on map,SAR 189,"1 night, 2 adults",Deluxe Studio,1 extra-large double bed,7.5,Good,40 reviews,"/hotel/sa/rolana-furnished-apartments.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=4c6a9f99e28eb75bdeb08a786f854953&all_sr_blocks=223862404_285716025_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=121&highlighted_blocks=223862404_285716025_0_0_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=223862404_285716025_0_0_0__18900&srepoch=1634543446&srpvid=4bff372ba76700e9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Entire studio­ •­ 1 bathroom •­ 20m² 1 extra-large double bed
102,Safa Albawadi,Jeddah Show on map,SAR 130,"1 night, 2 adults",Twin Room,2 single beds,7.6,Good,773 reviews,"/hotel/sa/dary.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=4c6a9f99e28eb75bdeb08a786f854953&all_sr_blocks=108166702_153319933_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=122&highlighted_blocks=108166702_153319933_2_0_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=108166702_153319933_2_0_0__13000&srepoch=1634543446&srpvid=4bff372ba76700e9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",2 single beds
103,ASTER HOTEL,"Al Hamra, Jeddah Show on map",SAR 250,"1 night, 2 adults",Standard Double Room,Multiple bed types,7.6,Good,"1,404 reviews","/hotel/sa/fndq-shty-ls-d.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=4c6a9f99e28eb75bdeb08a786f854953&all_sr_blocks=370582612_178533984_2_40_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=123&highlighted_blocks=370582612_178533984_2_40_0&hpos=23&no_rooms=1&sr_order=popularity&sr_pri_blocks=370582612_178533984_2_40_0__25000&srepoch=1634543446&srpvid=4bff372ba76700e9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Multiple bed types
104,Swiss EYE,"Al Hamra, Jeddah Show on map",SAR 220,"1 night, 2 adults",Deluxe Room (2 Adults + 1 Child),1 extra-large double bed,7.6,Good,"1,079 reviews","/hotel/sa/swiss-eye.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=4c6a9f99e28eb75bdeb08a786f854953&all_sr_blocks=620599825_245858249_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=124&highlighted_blocks=620599825_245858249_2_2_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=620599825_245858249_2_2_0__22000&srepoch=1634543446&srpvid=4bff372ba76700e9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
105,Shamaat Jeddah Aparthotel,Jeddah Show on map,SAR 125,"1 night, 2 adults",Junior Twin Bed Suite,2 large double beds,7.3,Good,"1,402 reviews","/hotel/sa/shm-jdh-ll-jnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=4c6a9f99e28eb75bdeb08a786f854953&all_sr_blocks=144425605_275484364_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=125&highlighted_blocks=144425605_275484364_0_0_0&hpos=25&no_rooms=1&sr_order=popularity&sr_pri_blocks=144425605_275484364_0_0_0__12540&srepoch=1634543446&srpvid=4bff372ba76700e9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",2 large double beds
106,العييرى للوحات المفروشة جدة4,"Hera Street, Jeddah Show on map",SAR 90,"1 night, 2 adults",Double Room with Private Bathroom,1 double bed,3.6,Review score,21 reviews,"/hotel/sa/l-yyr-llwht-lmfrwsh-jd-4.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=4c6a9f99e28eb75bdeb08a786f854953&all_sr_blocks=773310502_335286672_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=126&highlighted_blocks=773310502_335286672_2_0_0&hpos=26&no_rooms=1&sr_order=popularity&sr_pri_blocks=773310502_335286672_2_0_0__9000&srepoch=1634543446&srpvid=4bff372ba76700e9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 double bed
107,RAK Hotel-Aparts,"South Obhr, Jeddah Show on map",SAR 177,"1 night, 2 adults",Executive Suite,2 single beds,7.4,Good,"1,363 reviews","/hotel/sa/rak-aparts.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=4c6a9f99e28eb75bdeb08a786f854953&all_sr_blocks=374128411_202717554_0_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=127&highlighted_blocks=374128411_202717554_0_1_0&hpos=27&no_rooms=1&sr_order=popularity&sr_pri_blocks=374128411_202717554_0_1_0__17739&srepoch=1634543446&srpvid=4bff372ba76700e9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Private suite­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 80m² 2 single beds
108,Lamar Al Bawadi Hotel,Jeddah Show on map,SAR 238,"1 night, 2 adults",Deluxe Double Room,1 large double bed,8.0,Very good,"1,668 reviews","/hotel/sa/lamar-albawadi.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=511271802_220784873_2_41_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=126&highlighted_blocks=511271802_220784873_2_41_0&hpos=1&no_rooms=1&sr_order=popularity&sr_pri_blocks=511271802_220784873_2_41_0__23750&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1Y8ITC0NH&from=searchresults
;highlight_room=#hotelTmpl",1 large double bed
109,سفن سيز 2 للوحدات السكينه,Jeddah Show on map,SAR 115,"1 night, 2 adults",Studio,1 large double bed,5.5,Review score,235 reviews,"/hotel/sa/7-seaz.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=630459109_266138254_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=127&highlighted_blocks=630459109_266138254_2_0_0&hpos=2&no_rooms=1&sr_order=popularity&sr_pri_blocks=630459109_266138254_2_0_0__11500&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1MOORYnrO&from=searchresults
;highlight_room=#hotelTmpl",Private studio­ •­ 1 bathroom •­ 30m² 1 large double bed
110,Platinum Seventy,Jeddah Show on map,SAR 297,"1 night, 2 adults",Executive One-Bedroom Apartment,1 extra-large double bed,8.6,Fabulous,"4,298 reviews","/hotel/sa/bltynywm-swyt.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=113816601_335998632_2_33_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=128&highlighted_blocks=113816601_335998632_2_33_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=113816601_335998632_2_33_0__29693&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1qni5VGaE&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 41m² 1 extra-large double bed
111,فندق النهضة Al Nahda Hotel,Jeddah Show on map,SAR 111,"1 night, 2 adults",Studio,Beds: 1 double or 2 singles,6.3,Review score,341 reviews,"/hotel/sa/al-nahda.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=643589507_288564092_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=129&highlighted_blocks=643589507_288564092_0_0_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=643589507_288564092_0_0_0__11115&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1YHmJGylc&from=searchresults
;highlight_room=#hotelTmpl",Private studio­ •­ 1 bathroom •­ 30m² Beds: 1 double or 2 singles
112,سمر الماسيه للاجنحه الفندقيه الفاخره - حي الصفا بجدة,Jeddah Show on map,SAR 190,"1 night, 2 adults",Family Studio,1 double bed,7.7,Good,37 reviews,"/hotel/sa/smr-lmsy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=276445101_106779643_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=130&highlighted_blocks=276445101_106779643_0_0_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=276445101_106779643_0_0_0__19000&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1h20nGeTg&from=searchresults
;highlight_room=#hotelTmpl",1 double bed
113,V Boutique Hotel,"Sari Street, Jeddah Show on map",SAR 425,"1 night, 2 adults",Deluxe King Room,1 extra-large double bed,8.8,Fabulous,"1,972 reviews","/hotel/sa/fndq-vy-bwtyk.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=436280803_134996571_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=131&highlighted_blocks=436280803_134996571_0_0_0&hpos=6&no_rooms=1&sr_order=popularity&sr_pri_blocks=436280803_134996571_0_0_0__42500&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1i4XfqzCD&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
114,اجنحة لمار للشقق المفروشة,"Hera Street, Jeddah Show on map",SAR 115,"1 night, 2 adults",Studio,1 double bed,6.3,Review score,485 reviews,"/hotel/sa/lmr-llshqq-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=655026808_269319793_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=132&highlighted_blocks=655026808_269319793_2_0_0&hpos=7&no_rooms=1&sr_order=popularity&sr_pri_blocks=655026808_269319793_2_0_0__11500&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1XfbY59oM&from=searchresults
;highlight_room=#hotelTmpl",Private studio­ •­ 1 bathroom •­ 35m² 1 double bed
115,Mirage Hotel Jeddah,Jeddah Show on map,SAR 239,"1 night, 2 adults",Deluxe Twin Room,2 single beds,9.0,Superb,"1,763 reviews","/hotel/sa/mirage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=521871201_335817157_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=133&highlighted_blocks=521871201_335817157_2_0_0&hpos=8&no_rooms=1&sr_order=popularity&sr_pri_blocks=521871201_335817157_2_0_0__23900&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1vc-aTUt6&from=searchresults
;highlight_room=#hotelTmpl",2 single beds
116,إبريز الحجاز Amarena سابقا,Jeddah Show on map,SAR 111,"1 night, 2 adults",Economy Double Room,1 extra-large double bed,7.0,Good,168 reviews,"/hotel/sa/bryz-lhjz.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=692289406_285208584_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=134&highlighted_blocks=692289406_285208584_2_0_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=692289406_285208584_2_0_0__11100&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1kP93Fd8S&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
117,Acacia Aparthotel,"Al Salamah, Jeddah Show on map",SAR 144,"1 night, 2 adults",Economy Double Room,1 extra-large double bed,7.4,Good,"1,389 reviews","/hotel/sa/ks.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=584048101_232290423_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=135&highlighted_blocks=584048101_232290423_2_0_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=584048101_232290423_2_0_0__14400&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1xq3XGAwA&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
118,Rotana Residence Apartments,"Al Hamra, Jeddah Show on map",SAR 207,"1 night, 2 adults",One-Bedroom Apartment,"2 beds
(1 extra-large double, 1 sofa bed)",7.6,Good,638 reviews,"/hotel/sa/rwtn-ryzydns-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=115014502_90170808_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=136&highlighted_blocks=115014502_90170808_2_0_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=115014502_90170808_2_0_0__20700&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1mYmWCUQ9&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 40m² 2 beds
(1 extra-large double, 1 sofa bed)"
119,جازلي للأجنحة الفندقية,Jeddah Show on map,SAR 152,"1 night, 2 adults",Two-Bedroom Apartment,"3 beds
(2 singles, 1 double)",7.4,Good,769 reviews,"/hotel/sa/jazli-suites.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=181678808_285342255_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=137&highlighted_blocks=181678808_285342255_0_0_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=181678808_285342255_0_0_0__15190&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1RUA7VL-a&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 2 bedrooms •­ 1 living room •­ 70m² 3 beds
(2 singles, 1 double)"
120,Yahalla Hotel Units,"Hera Street, Jeddah Show on map",SAR 127,"1 night, 2 adults",Standard Studio,2 single beds,7.0,Good,684 reviews,"/hotel/sa/yahalla-furnished-apartments.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=190097105_168138999_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=138&highlighted_blocks=190097105_168138999_0_0_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=190097105_168138999_0_0_0__12700&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1Pd7ZwPaE&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 14m² 2 single beds
121,منازل جدة للوحدات السكنية,Jeddah Show on map,SAR 203,"1 night, 2 adults",Two-Bedroom Apartment,"4 beds
(2 singles, 1 sofa bed, 1 large double)",7.4,Good,671 reviews,"/hotel/sa/manazil-jeddah-for-furnished-appartment.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=188204608_99847264_4_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=139&highlighted_blocks=188204608_99847264_4_0_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=188204608_99847264_4_0_0__20300&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1NXK8H89U&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 2 bedrooms •­ 1 living room •­ 2 bathrooms •­ 80m² 4 beds
(2 singles, 1 sofa bed, 1 large double)"
122,رواسل,Jeddah Show on map,SAR 138,"1 night, 2 adults",Superior Twin Room,2 single beds,8.0,Very good,82 reviews,"/hotel/sa/rwsl.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=645305606_265486462_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=140&highlighted_blocks=645305606_265486462_2_0_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=645305606_265486462_2_0_0__13800&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1wQmXQTRn&from=searchresults
;highlight_room=#hotelTmpl",2 bathrooms 2 single beds
123,Jeddah Lake Hotel,Jeddah Show on map,SAR 176,"1 night, 2 adults",Budget Double Room,1 extra-large double bed,7.6,Good,430 reviews,"/hotel/sa/fndq-jeddah.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=705193510_328004895_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=141&highlighted_blocks=705193510_328004895_2_0_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=705193510_328004895_2_0_0__17555&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1HzaEEvoH&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
124,Qasr Al Hamra ApartHotel Al Hamra Branch,Jeddah Show on map,SAR 144,"1 night, 2 adults",Deluxe Studio,1 extra-large double bed,7.1,Good,298 reviews,"/hotel/sa/oyo-368-al-hamra-palace-group-andalus.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=589165503_275968974_3_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=142&highlighted_blocks=589165503_275968974_3_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=589165503_275968974_3_0_0__14400&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1LJWI_tLd&from=searchresults
;highlight_room=#hotelTmpl",Entire studio­ •­ 35m² 1 extra-large double bed
125,Durat Al Matar Apartment,Jeddah Show on map,SAR 101,"1 night, 2 adults",Studio (2 Adults),Beds: 1 double or 2 singles,6.7,Review score,764 reviews,"/hotel/sa/dura-al-matar.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=43474001_263856057_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=143&highlighted_blocks=43474001_263856057_0_0_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=43474001_263856057_0_0_0__10125&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1c9ttLrTW&from=searchresults
;highlight_room=#hotelTmpl",Entire studio­ •­ 15m² Beds: 1 double or 2 singles
126,Al Hamra Palace ApartHotel Falastin,"Al Hamra, Jeddah Show on map",SAR 280,"1 night, 2 adults",Two-Bedroom Apartment,"4 beds
(2 singles, 1 extra-large double, 1 sofa bed)",6.7,Review score,"1,531 reviews","/hotel/sa/oyo-125-al-hamra-palace.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=418358306_275968817_5_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=144&highlighted_blocks=418358306_275968817_5_0_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=418358306_275968817_5_0_0__28000&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v16-yIIDNT&from=searchresults
;highlight_room=#hotelTmpl","Private apartment­ •­ 2 bedrooms •­ 1 living room •­ 1 bathroom •­ 80m² 4 beds
(2 singles, 1 extra-large double, 1 sofa bed)"
127,Lana Jeddah Furnished Apartments,Jeddah Show on map,SAR 85,"1 night, 2 adults",Economy Double Room,1 double bed,7.0,Good,701 reviews,"/hotel/sa/ln-jd.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=461867412_194557897_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=145&highlighted_blocks=461867412_194557897_2_0_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=461867412_194557897_2_0_0__8500&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1UDhaOhVJ&from=searchresults
;highlight_room=#hotelTmpl",1 double bed
128,Areen Hotel,Jeddah Show on map,SAR 190,"1 night, 2 adults",Deluxe King Room,1 large double bed,7.6,Good,998 reviews,"/hotel/sa/areen.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=391649801_298143983_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=146&highlighted_blocks=391649801_298143983_0_0_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=391649801_298143983_0_0_0__19035&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1-lzibsey&from=searchresults
;highlight_room=#hotelTmpl",1 large double bed
129,فندق كرم الضيافة Karam Al Diyafa Hotel,Jeddah Show on map,SAR 199,"1 night, 2 adults",Double Room,1 extra-large double bed,8.9,Fabulous,185 reviews,"/hotel/sa/karam-al-diyafa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=202f6ece3124f15d84e64235addc66cb&all_sr_blocks=728242608_314364182_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=147&highlighted_blocks=728242608_314364182_0_0_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=728242608_314364182_0_0_0__19900&srepoch=1634543610&srpvid=4f3b377dd2800100&ucfs=1&sig=v1JywzIGz5&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
